customer_id,tenure,monthly_charges,total_charges,contract,usage_frequency,support_tickets,engagement_score,last_activity_days,churn,cluster,segment_name
CUS-000304,7,65.19,453.51,Month-to-month,Low,1,97,14,1,0,High Value / Loyal
CUS-000305,57,112.66,6568.62,Month-to-month,Medium,9,26,26,1,1,Low Value / Dormant
CUS-000306,36,92.15,3475.82,One year,Medium,5,43,58,1,3,New / At-Risk
CUS-000307,45,137.54,6364.94,Two year,Medium,3,62,55,1,1,Low Value / Dormant
CUS-000308,20,98.28,1981.47,One year,Medium,6,31,57,0,3,New / At-Risk
CUS-000309,65,84.09,5207.11,One year,Medium,1,94,58,0,1,Low Value / Dormant
CUS-000310,8,122.15,1008.99,Month-to-month,Low,0,23,53,1,3,New / At-Risk
CUS-000311,16,143.18,2216.91,Month-to-month,High,4,64,7,1,0,High Value / Loyal
CUS-000312,14,66.26,886.42,Month-to-month,Medium,8,93,20,1,0,High Value / Loyal
CUS-000313,15,52.48,814.84,One year,High,5,72,33,0,0,High Value / Loyal
CUS-000314,66,100.11,6650.92,Month-to-month,Medium,5,55,48,0,1,Low Value / Dormant
CUS-000315,32,84.85,2614.45,Month-to-month,Medium,0,16,27,0,3,New / At-Risk
CUS-000316,63,148.59,9255.22,One year,High,0,9,23,0,1,Low Value / Dormant
CUS-000317,51,80.11,3916.13,Two year,High,3,4,16,0,2,Mid Value / Moderate
CUS-000318,25,29.66,751.81,One year,Low,1,83,57,1,0,High Value / Loyal
CUS-000319,58,147.06,8343.79,One year,Low,2,39,56,0,1,Low Value / Dormant
CUS-000320,63,129.67,8468.04,Two year,Medium,5,44,51,0,1,Low Value / Dormant
CUS-000321,62,43.17,2638.63,Month-to-month,Medium,9,41,5,1,2,Mid Value / Moderate
CUS-000322,22,137.6,3025.55,Month-to-month,High,0,13,37,0,3,New / At-Risk
CUS-000323,58,64.29,3565.88,One year,Medium,9,76,18,0,2,Mid Value / Moderate
CUS-000324,58,69.02,3913.58,Month-to-month,Medium,1,73,0,0,2,Mid Value / Moderate
CUS-000325,49,137.83,6873.1,Month-to-month,Medium,3,12,37,1,1,Low Value / Dormant
CUS-000326,52,88.92,4732.82,Month-to-month,Medium,5,24,25,1,1,Low Value / Dormant
CUS-000327,42,37.91,1551.24,One year,Medium,2,48,4,0,2,Mid Value / Moderate
CUS-000328,70,67.98,4760.23,Month-to-month,Medium,8,77,3,1,2,Mid Value / Moderate
CUS-000329,15,113.87,1762.33,Month-to-month,Medium,9,99,24,1,0,High Value / Loyal
CUS-000330,54,42.64,2275.12,Month-to-month,Medium,3,32,44,0,2,Mid Value / Moderate
CUS-000331,60,96.73,5591.25,Month-to-month,High,6,38,51,1,1,Low Value / Dormant
CUS-000332,8,110.39,877.07,Two year,Medium,4,78,48,0,0,High Value / Loyal
CUS-000333,53,64.7,3463.66,Two year,High,5,66,57,1,2,Mid Value / Moderate
CUS-000334,60,110.2,6286.55,Two year,Medium,8,54,44,1,1,Low Value / Dormant
CUS-000335,5,134.95,664.52,Two year,Medium,8,21,21,0,3,New / At-Risk
CUS-000336,68,81.38,5592.96,Month-to-month,High,5,31,47,0,1,Low Value / Dormant
CUS-000337,6,69.78,437.59,Two year,Medium,1,64,12,1,0,High Value / Loyal
CUS-000338,47,52.65,2451.95,Month-to-month,High,8,52,22,0,2,Mid Value / Moderate
CUS-000339,55,98.55,5237.4,One year,High,1,35,32,1,1,Low Value / Dormant
CUS-000340,40,134.38,5393.62,Month-to-month,Low,1,16,24,0,1,Low Value / Dormant
CUS-000341,52,62.21,3165.41,Two year,High,1,40,9,0,2,Mid Value / Moderate
CUS-000342,16,71.51,1111.54,Month-to-month,Low,6,90,17,0,0,High Value / Loyal
CUS-000343,13,72.86,955.76,Month-to-month,Low,3,38,54,1,3,New / At-Risk
CUS-000344,30,92.91,2903.08,Two year,High,7,57,26,0,0,High Value / Loyal
CUS-000345,19,49.69,975.82,One year,Medium,7,3,55,1,3,New / At-Risk
CUS-000346,17,126.89,2088.55,One year,High,0,37,55,1,3,New / At-Risk
CUS-000347,63,58.43,3778.85,One year,Medium,0,2,48,0,2,Mid Value / Moderate
CUS-000348,19,111.7,2064.92,Month-to-month,Medium,3,86,25,1,0,High Value / Loyal
CUS-000349,58,86.72,4924.38,One year,Low,1,3,48,0,1,Low Value / Dormant
CUS-000350,55,96.17,5511.34,Month-to-month,Medium,2,47,41,0,1,Low Value / Dormant
CUS-000351,62,43.35,2798.12,Two year,Medium,9,90,51,1,2,Mid Value / Moderate
CUS-000352,23,115.55,2569.65,One year,Low,1,27,1,0,3,New / At-Risk
CUS-000353,9,44.52,383.22,Two year,Medium,9,63,9,1,0,High Value / Loyal
CUS-000354,12,34.75,408.39,Month-to-month,High,8,38,59,0,3,New / At-Risk
CUS-000355,1,91.07,91.81,Month-to-month,Medium,5,44,19,1,3,New / At-Risk
CUS-000356,58,112.21,6753.39,Month-to-month,Medium,6,8,37,1,1,Low Value / Dormant
CUS-000357,1,26.5,25.49,Month-to-month,Low,5,23,2,1,3,New / At-Risk
CUS-000358,34,29.02,978.34,Month-to-month,Medium,0,6,9,0,3,New / At-Risk
CUS-000359,48,124.35,5832.48,Two year,Medium,4,25,27,0,1,Low Value / Dormant
CUS-000360,1,125.17,119.1,Month-to-month,Medium,2,59,18,0,0,High Value / Loyal
CUS-000361,16,51.89,854.18,One year,Medium,9,57,58,1,0,High Value / Loyal
CUS-000362,61,99.98,6289.82,Month-to-month,Low,7,58,16,1,1,Low Value / Dormant
CUS-000363,64,77.61,4828.79,Month-to-month,Low,6,16,43,1,2,Mid Value / Moderate
CUS-000364,63,102.25,6217.12,One year,High,8,26,52,1,1,Low Value / Dormant
CUS-000365,69,132.17,8795.87,Two year,High,0,79,43,0,1,Low Value / Dormant
CUS-000366,22,30.38,665.98,Month-to-month,Medium,1,47,22,0,0,High Value / Loyal
CUS-000367,67,121.14,7910.49,Month-to-month,Medium,1,96,27,1,1,Low Value / Dormant
CUS-000368,26,84.09,2188.92,Month-to-month,Medium,0,40,26,1,3,New / At-Risk
CUS-000369,16,93.34,1476.19,Two year,High,7,19,31,1,3,New / At-Risk
CUS-000370,51,105.01,5200.73,One year,High,3,78,37,0,1,Low Value / Dormant
CUS-000371,57,139.94,8177.0,Two year,Medium,6,44,11,0,1,Low Value / Dormant
CUS-000372,29,27.37,766.08,Month-to-month,Medium,9,99,19,1,0,High Value / Loyal
CUS-000373,69,23.83,1693.55,Two year,High,0,26,5,0,2,Mid Value / Moderate
CUS-000374,47,43.17,2041.65,Two year,Medium,7,52,2,0,2,Mid Value / Moderate
CUS-000375,62,148.24,9495.94,Two year,High,7,37,2,0,1,Low Value / Dormant
CUS-000376,69,112.96,7408.23,Month-to-month,Medium,9,77,22,1,1,Low Value / Dormant
CUS-000377,16,99.9,1638.29,One year,High,2,47,8,0,3,New / At-Risk
CUS-000378,48,26.12,1197.31,One year,High,8,72,32,0,2,Mid Value / Moderate
CUS-000379,39,134.28,5472.81,One year,Medium,4,14,35,0,1,Low Value / Dormant
CUS-000380,33,125.66,4230.8,Month-to-month,Low,4,26,11,1,1,Low Value / Dormant
CUS-000381,23,106.42,2403.73,One year,High,4,47,25,0,3,New / At-Risk
CUS-000382,10,64.09,629.32,Two year,High,0,94,36,1,0,High Value / Loyal
CUS-000383,69,29.17,2085.18,One year,Medium,9,13,49,0,2,Mid Value / Moderate
CUS-000384,34,95.41,3374.44,One year,Medium,1,11,47,1,3,New / At-Risk
CUS-000385,52,113.56,6136.36,One year,High,0,2,9,0,1,Low Value / Dormant
CUS-000386,10,32.25,332.47,One year,Medium,1,30,43,0,3,New / At-Risk
CUS-000387,19,102.39,2007.47,Month-to-month,Medium,8,24,10,1,3,New / At-Risk
CUS-000388,58,57.23,3343.35,Month-to-month,High,8,82,18,0,2,Mid Value / Moderate
CUS-000389,1,119.35,113.72,One year,Medium,4,23,4,0,3,New / At-Risk
CUS-000390,69,90.15,5963.31,Month-to-month,High,3,70,23,0,1,Low Value / Dormant
CUS-000391,4,36.77,149.3,One year,High,1,75,34,1,0,High Value / Loyal
CUS-000392,16,88.45,1401.17,Two year,High,5,7,27,0,3,New / At-Risk
CUS-000393,24,71.45,1726.24,One year,Medium,8,47,29,1,3,New / At-Risk
CUS-000394,2,43.45,84.56,Two year,High,7,97,18,1,0,High Value / Loyal
CUS-000395,32,129.4,4202.57,Month-to-month,Medium,9,10,5,1,3,New / At-Risk
CUS-000396,24,21.43,501.18,Month-to-month,Medium,3,85,55,0,0,High Value / Loyal
CUS-000397,12,60.58,724.07,Month-to-month,Medium,5,73,48,1,0,High Value / Loyal
CUS-000398,50,21.64,1079.57,Two year,Medium,8,30,54,0,2,Mid Value / Moderate
CUS-000399,35,32.48,1100.19,Two year,Medium,9,48,44,1,2,Mid Value / Moderate
CUS-000400,33,58.62,2007.32,Month-to-month,High,9,25,38,1,3,New / At-Risk
CUS-000401,33,27.06,895.13,Month-to-month,High,3,89,18,0,0,High Value / Loyal
CUS-000402,61,97.56,6169.56,Month-to-month,High,8,24,50,1,1,Low Value / Dormant
CUS-000403,51,31.29,1558.0,One year,High,7,12,56,1,2,Mid Value / Moderate
CUS-000404,43,111.22,4625.87,One year,Medium,2,71,30,0,1,Low Value / Dormant
CUS-000405,12,26.84,306.6,One year,Medium,8,34,57,1,3,New / At-Risk
CUS-000406,67,27.71,1781.18,Two year,Medium,4,3,43,0,2,Mid Value / Moderate
CUS-000407,65,59.69,3743.22,One year,Low,0,6,10,0,2,Mid Value / Moderate
CUS-000408,33,136.55,4316.51,Month-to-month,Medium,7,59,16,0,1,Low Value / Dormant
CUS-000409,40,103.38,4299.36,Month-to-month,Medium,4,27,16,1,1,Low Value / Dormant
CUS-000410,43,120.12,5377.54,Two year,Medium,4,83,49,1,1,Low Value / Dormant
CUS-000411,44,38.4,1763.58,One year,Medium,1,72,14,1,2,Mid Value / Moderate
CUS-000412,29,128.44,3895.94,Month-to-month,Medium,8,36,5,0,3,New / At-Risk
CUS-000413,13,21.06,273.54,Month-to-month,Medium,5,61,31,0,0,High Value / Loyal
CUS-000414,12,47.7,574.09,One year,Medium,9,82,39,1,0,High Value / Loyal
CUS-000415,46,100.09,4434.26,Month-to-month,Medium,2,71,10,0,1,Low Value / Dormant
CUS-000416,2,68.78,132.57,One year,Low,6,65,57,0,0,High Value / Loyal
CUS-000417,35,147.95,5319.32,One year,Medium,1,5,12,0,1,Low Value / Dormant
CUS-000418,8,23.94,198.37,Month-to-month,Medium,6,42,16,1,3,New / At-Risk
CUS-000419,26,149.82,4006.17,One year,Medium,1,14,27,0,3,New / At-Risk
CUS-000420,34,101.07,3551.41,Month-to-month,Medium,4,65,48,0,0,High Value / Loyal
CUS-000421,7,92.63,633.94,Month-to-month,Medium,9,12,17,1,3,New / At-Risk
CUS-000422,68,27.74,1879.69,Month-to-month,Low,9,83,27,0,2,Mid Value / Moderate
CUS-000423,58,55.53,3207.76,One year,Medium,8,2,47,1,2,Mid Value / Moderate
CUS-000424,29,140.21,4267.36,One year,Medium,8,14,54,0,3,New / At-Risk
CUS-000425,36,66.05,2484.68,Month-to-month,High,5,67,15,0,0,High Value / Loyal
CUS-000426,21,106.01,2248.24,Two year,Medium,2,99,35,1,0,High Value / Loyal
CUS-000427,36,149.93,5202.23,Month-to-month,Low,3,77,48,1,1,Low Value / Dormant
CUS-000428,10,54.2,528.91,One year,Medium,3,67,39,0,0,High Value / Loyal
CUS-000429,24,94.89,2246.35,One year,High,8,14,19,1,3,New / At-Risk
CUS-000430,64,110.54,7338.39,One year,High,3,34,38,0,1,Low Value / Dormant
CUS-000431,49,41.4,1961.86,Month-to-month,Low,3,45,26,0,2,Mid Value / Moderate
CUS-000432,36,39.33,1376.11,Month-to-month,High,4,9,39,1,3,New / At-Risk
CUS-000433,24,79.32,1875.01,Month-to-month,Medium,5,10,32,1,3,New / At-Risk
CUS-000434,23,70.16,1682.46,Month-to-month,High,7,8,1,0,3,New / At-Risk
CUS-000435,62,112.85,6999.24,Two year,Medium,0,29,12,0,1,Low Value / Dormant
CUS-000436,37,29.04,1090.11,Month-to-month,Low,4,61,1,1,2,Mid Value / Moderate
CUS-000437,12,146.38,1736.77,Month-to-month,Medium,8,54,58,1,3,New / At-Risk
CUS-000438,55,21.86,1164.64,Month-to-month,High,9,39,36,1,2,Mid Value / Moderate
CUS-000439,13,98.17,1240.85,One year,High,3,33,4,0,3,New / At-Risk
CUS-000440,23,93.14,2207.11,One year,Medium,7,23,5,0,3,New / At-Risk
CUS-000441,30,37.51,1169.67,Month-to-month,Low,8,72,49,1,0,High Value / Loyal
CUS-000442,17,39.62,673.06,Month-to-month,Medium,0,40,31,1,3,New / At-Risk
CUS-000443,62,123.05,7519.88,One year,High,7,23,47,1,1,Low Value / Dormant
CUS-000444,13,135.38,1814.16,Month-to-month,Medium,7,59,23,1,0,High Value / Loyal
CUS-000445,59,56.79,3408.74,One year,Medium,4,50,16,0,2,Mid Value / Moderate
CUS-000446,19,76.94,1394.66,Two year,Low,9,64,8,0,0,High Value / Loyal
CUS-000447,49,66.15,3192.94,Month-to-month,Low,1,56,52,1,2,Mid Value / Moderate
CUS-000448,12,29.43,359.61,Month-to-month,Medium,6,43,57,1,3,New / At-Risk
CUS-000449,61,107.52,6606.83,Month-to-month,Medium,4,84,39,0,1,Low Value / Dormant
CUS-000450,19,127.28,2533.83,Two year,Medium,4,58,39,0,0,High Value / Loyal
CUS-000451,9,59.63,556.36,One year,Medium,5,12,1,0,3,New / At-Risk
CUS-000452,71,148.72,10094.44,Month-to-month,Low,9,36,8,0,1,Low Value / Dormant
CUS-000453,28,29.86,854.98,Month-to-month,High,7,73,5,0,0,High Value / Loyal
CUS-000454,52,106.03,5423.46,One year,Low,0,97,18,0,1,Low Value / Dormant
CUS-000455,16,78.27,1275.12,Month-to-month,High,2,6,32,1,3,New / At-Risk
CUS-000456,69,78.06,5449.16,Month-to-month,Medium,6,32,56,0,1,Low Value / Dormant
CUS-000457,12,79.49,954.22,One year,Medium,8,65,18,0,0,High Value / Loyal
CUS-000458,25,53.63,1388.04,One year,High,9,60,32,0,0,High Value / Loyal
CUS-000459,52,113.02,5999.86,Month-to-month,Medium,1,54,52,0,1,Low Value / Dormant
CUS-000460,53,113.8,6266.63,Month-to-month,Medium,3,24,55,1,1,Low Value / Dormant
CUS-000461,23,56.71,1275.88,Two year,Low,3,29,44,1,3,New / At-Risk
CUS-000462,16,128.59,2026.19,Month-to-month,High,6,8,29,1,3,New / At-Risk
CUS-000463,57,61.19,3530.36,One year,Medium,4,13,38,1,2,Mid Value / Moderate
CUS-000464,39,114.26,4664.09,One year,Medium,4,63,52,1,1,Low Value / Dormant
CUS-000465,53,35.73,1869.37,Month-to-month,Low,6,25,12,1,2,Mid Value / Moderate
CUS-000466,42,41.93,1678.74,One year,High,1,29,17,0,2,Mid Value / Moderate
CUS-000467,58,61.05,3521.94,Month-to-month,Low,7,59,1,1,2,Mid Value / Moderate
CUS-000468,39,97.2,3807.59,One year,Medium,5,61,2,0,1,Low Value / Dormant
CUS-000469,14,103.92,1498.62,One year,Medium,4,88,5,0,0,High Value / Loyal
CUS-000470,5,71.53,365.81,Two year,High,0,91,27,0,0,High Value / Loyal
CUS-000471,35,30.12,1103.15,One year,Medium,1,26,12,1,2,Mid Value / Moderate
CUS-000472,18,68.57,1269.2,Month-to-month,Medium,5,84,19,0,0,High Value / Loyal
CUS-000473,9,109.54,966.01,Month-to-month,Medium,5,68,31,0,0,High Value / Loyal
CUS-000474,58,107.23,6307.23,Month-to-month,Medium,8,22,59,1,1,Low Value / Dormant
CUS-000475,17,40.83,705.99,Two year,High,5,7,30,1,3,New / At-Risk
CUS-000476,7,21.01,154.41,Two year,High,0,57,8,0,0,High Value / Loyal
CUS-000477,46,117.89,5226.92,Month-to-month,Low,6,62,2,1,1,Low Value / Dormant
CUS-000478,13,33.83,426.19,Month-to-month,Medium,2,18,53,1,3,New / At-Risk
CUS-000479,40,30.71,1185.91,Month-to-month,High,7,10,30,0,2,Mid Value / Moderate
CUS-000480,42,20.35,862.36,Two year,Medium,5,31,14,0,2,Mid Value / Moderate
CUS-000481,9,76.24,661.12,Month-to-month,Medium,2,26,3,1,3,New / At-Risk
CUS-000482,50,85.42,4337.85,One year,Low,2,55,48,0,2,Mid Value / Moderate
CUS-000483,27,102.9,2862.6,Month-to-month,Low,7,90,16,1,0,High Value / Loyal
CUS-000484,66,58.49,3834.28,Month-to-month,Medium,5,25,44,1,2,Mid Value / Moderate
CUS-000485,5,112.36,565.19,Month-to-month,Medium,1,52,58,0,3,New / At-Risk
CUS-000486,29,42.01,1268.67,Month-to-month,High,2,18,30,1,3,New / At-Risk
CUS-000487,37,128.16,4774.86,Month-to-month,High,5,24,28,0,1,Low Value / Dormant
CUS-000488,38,94.34,3480.47,Month-to-month,Low,6,15,10,1,3,New / At-Risk
CUS-000489,8,95.91,755.21,Month-to-month,High,3,8,31,1,3,New / At-Risk
CUS-000490,65,47.27,3081.77,Month-to-month,High,7,43,39,1,2,Mid Value / Moderate
CUS-000491,17,29.63,486.39,Two year,Medium,2,89,2,1,0,High Value / Loyal
CUS-000492,71,80.41,5773.65,One year,Medium,5,99,49,1,1,Low Value / Dormant
CUS-000493,45,100.03,4726.06,One year,Medium,6,24,0,1,1,Low Value / Dormant
CUS-000494,4,32.36,131.4,Month-to-month,Medium,7,85,7,1,0,High Value / Loyal
CUS-000495,36,143.57,5102.56,One year,Medium,3,65,40,1,1,Low Value / Dormant
CUS-000496,70,147.45,10148.1,Month-to-month,Medium,4,26,16,1,1,Low Value / Dormant
CUS-000497,31,90.91,2939.82,Month-to-month,Medium,5,74,7,0,0,High Value / Loyal
CUS-000498,19,143.51,2827.97,Month-to-month,Medium,0,26,42,0,3,New / At-Risk
CUS-000499,61,43.33,2635.7,Month-to-month,Medium,8,66,32,0,2,Mid Value / Moderate
CUS-000500,54,23.3,1240.01,Month-to-month,High,2,40,25,1,2,Mid Value / Moderate
CUS-000501,39,25.12,1000.43,Month-to-month,Low,1,14,1,0,2,Mid Value / Moderate
CUS-000502,19,96.38,1797.19,Month-to-month,Medium,6,33,46,1,3,New / At-Risk
CUS-000503,39,28.01,1050.94,Month-to-month,High,3,57,59,1,2,Mid Value / Moderate
CUS-000504,67,144.61,9504.99,One year,Medium,3,39,48,0,1,Low Value / Dormant
CUS-000505,45,38.45,1718.94,One year,High,9,1,28,1,2,Mid Value / Moderate
CUS-000506,13,59.61,756.03,Two year,Medium,8,94,14,1,0,High Value / Loyal
CUS-000507,58,126.93,7153.31,Month-to-month,Medium,6,37,29,0,1,Low Value / Dormant
CUS-000508,20,48.44,920.88,Month-to-month,High,8,18,49,1,3,New / At-Risk
CUS-000509,61,51.59,3187.91,Two year,Low,0,30,43,0,2,Mid Value / Moderate
CUS-000510,39,103.5,4082.7,Month-to-month,High,2,27,45,1,1,Low Value / Dormant
CUS-000511,1,55.89,54.15,One year,Medium,9,60,11,0,0,High Value / Loyal
CUS-000512,3,48.27,151.23,Month-to-month,Medium,9,49,1,0,0,High Value / Loyal
CUS-000513,62,53.04,3258.93,Month-to-month,Low,5,30,59,1,2,Mid Value / Moderate
CUS-000514,63,83.78,5027.93,Month-to-month,High,0,45,20,1,1,Low Value / Dormant
CUS-000515,25,145.59,3537.83,Two year,High,4,21,28,0,3,New / At-Risk
CUS-000516,56,128.19,7316.57,Month-to-month,Low,3,54,57,1,1,Low Value / Dormant
CUS-000517,33,57.0,1824.85,Month-to-month,Medium,3,16,28,1,3,New / At-Risk
CUS-000518,38,67.24,2441.09,One year,High,6,81,15,0,0,High Value / Loyal
CUS-000519,6,80.39,488.0,One year,Medium,4,18,50,0,3,New / At-Risk
CUS-000520,58,147.26,8556.81,Two year,High,6,34,30,0,1,Low Value / Dormant
CUS-000521,44,42.41,1914.83,Month-to-month,Low,0,21,32,1,2,Mid Value / Moderate
CUS-000522,45,66.47,3072.83,One year,Medium,8,76,57,0,2,Mid Value / Moderate
CUS-000523,32,114.83,3843.41,Month-to-month,Medium,7,31,1,0,3,New / At-Risk
CUS-000524,45,145.31,6249.4,Month-to-month,High,6,10,43,0,1,Low Value / Dormant
CUS-000525,61,40.24,2341.35,One year,High,9,4,3,0,2,Mid Value / Moderate
CUS-000526,47,49.56,2442.77,Month-to-month,High,1,15,38,0,2,Mid Value / Moderate
CUS-000527,21,49.34,1051.15,One year,Medium,5,53,59,1,0,High Value / Loyal
CUS-000528,36,22.72,835.58,Two year,High,3,59,48,1,2,Mid Value / Moderate
CUS-000529,19,98.54,1796.62,Month-to-month,High,2,55,4,0,0,High Value / Loyal
CUS-000530,20,107.19,2051.6,Two year,Medium,7,62,1,0,0,High Value / Loyal
CUS-000531,57,98.33,5414.3,One year,High,3,42,44,0,1,Low Value / Dormant
CUS-000532,18,29.27,523.06,One year,Low,2,28,59,1,3,New / At-Risk
CUS-000533,47,29.0,1309.86,Two year,Low,4,7,7,0,2,Mid Value / Moderate
CUS-000534,49,47.35,2307.71,Month-to-month,Medium,8,11,49,1,2,Mid Value / Moderate
CUS-000535,14,57.74,813.31,Two year,Low,9,29,35,0,3,New / At-Risk
CUS-000536,15,122.25,1742.13,Month-to-month,Low,2,34,5,0,3,New / At-Risk
CUS-000537,31,40.72,1213.65,Two year,Medium,8,94,40,0,0,High Value / Loyal
CUS-000538,1,25.73,25.41,Month-to-month,Medium,3,91,9,1,0,High Value / Loyal
CUS-000539,54,71.22,3674.01,Two year,High,9,25,35,1,2,Mid Value / Moderate
CUS-000540,3,74.13,214.24,Two year,Medium,3,56,3,0,0,High Value / Loyal
CUS-000541,16,78.62,1224.15,One year,Medium,1,40,38,0,3,New / At-Risk
CUS-000542,57,127.5,7216.19,One year,Medium,7,87,13,0,1,Low Value / Dormant
CUS-000543,12,32.74,401.33,One year,Medium,3,93,11,0,0,High Value / Loyal
CUS-000544,16,111.51,1718.66,Month-to-month,Medium,2,63,46,0,0,High Value / Loyal
CUS-000545,24,63.93,1570.9,Month-to-month,Low,2,50,16,1,0,High Value / Loyal
CUS-000546,28,60.3,1748.27,Month-to-month,Medium,0,11,20,0,3,New / At-Risk
CUS-000547,8,141.23,1146.96,One year,Medium,7,60,52,0,0,High Value / Loyal
CUS-000548,36,52.3,1796.92,Month-to-month,Medium,4,64,12,1,2,Mid Value / Moderate
CUS-000549,8,103.53,823.32,Month-to-month,Medium,4,4,32,1,3,New / At-Risk
CUS-000550,58,55.77,3286.24,Month-to-month,Medium,3,31,53,1,2,Mid Value / Moderate
CUS-000551,60,85.93,5402.43,Month-to-month,High,4,74,12,0,1,Low Value / Dormant
CUS-000552,50,122.22,6387.0,Month-to-month,Medium,4,54,47,1,1,Low Value / Dormant
CUS-000553,28,134.62,3730.16,Month-to-month,High,8,80,44,1,0,High Value / Loyal
CUS-000554,41,129.03,5351.59,Month-to-month,Medium,5,56,8,1,1,Low Value / Dormant
CUS-000555,64,95.68,6363.07,One year,High,8,94,54,0,1,Low Value / Dormant
CUS-000556,27,52.35,1460.13,Month-to-month,High,7,99,49,1,0,High Value / Loyal
CUS-000557,63,105.96,6661.76,Two year,Low,2,44,47,1,1,Low Value / Dormant
CUS-000558,17,112.29,1863.31,One year,Low,1,81,19,0,0,High Value / Loyal
CUS-000559,33,21.39,680.25,Month-to-month,Low,5,5,43,1,3,New / At-Risk
CUS-000560,29,77.1,2233.14,Month-to-month,Low,1,67,39,1,0,High Value / Loyal
CUS-000561,13,129.62,1722.66,One year,Medium,2,80,0,0,0,High Value / Loyal
CUS-000562,46,83.65,4028.49,Month-to-month,High,2,68,12,0,2,Mid Value / Moderate
CUS-000563,35,60.48,2193.35,Two year,High,0,9,21,1,3,New / At-Risk
CUS-000564,6,133.33,776.34,Month-to-month,Medium,4,4,50,1,3,New / At-Risk
CUS-000565,69,40.26,2839.31,One year,Medium,7,85,12,0,2,Mid Value / Moderate
CUS-000566,47,46.84,2154.95,Two year,Medium,8,74,34,0,2,Mid Value / Moderate
CUS-000567,25,109.36,2784.12,One year,Medium,6,95,59,0,0,High Value / Loyal
CUS-000568,66,65.82,4415.92,Two year,High,4,81,0,0,2,Mid Value / Moderate
CUS-000569,10,112.69,1101.28,Two year,Medium,7,16,45,0,3,New / At-Risk
CUS-000570,56,40.5,2207.84,Two year,High,8,70,55,1,2,Mid Value / Moderate
CUS-000571,30,52.79,1521.12,Two year,Low,8,94,52,0,0,High Value / Loyal
CUS-000572,5,40.36,192.75,Month-to-month,Medium,8,15,32,0,3,New / At-Risk
CUS-000573,33,143.88,4918.18,Month-to-month,Medium,1,52,4,0,1,Low Value / Dormant
CUS-000574,65,72.7,4512.94,Month-to-month,Low,2,31,29,0,2,Mid Value / Moderate
CUS-000575,18,63.84,1101.84,Two year,High,1,94,4,0,0,High Value / Loyal
CUS-000576,49,21.85,1042.51,Month-to-month,Low,4,80,42,1,2,Mid Value / Moderate
CUS-000577,11,39.94,456.42,Month-to-month,Medium,2,44,24,0,3,New / At-Risk
CUS-000578,26,74.75,1910.97,One year,Medium,8,36,59,1,3,New / At-Risk
CUS-000579,63,28.91,1764.91,Month-to-month,Low,1,2,25,1,2,Mid Value / Moderate
CUS-000580,59,86.4,5207.25,One year,Medium,4,28,18,0,1,Low Value / Dormant
CUS-000581,27,79.15,2098.44,Two year,High,4,40,11,0,3,New / At-Risk
CUS-000582,49,119.73,5769.1,One year,Low,4,63,56,1,1,Low Value / Dormant
CUS-000583,33,105.77,3573.97,One year,Low,0,63,7,0,0,High Value / Loyal
CUS-000584,1,77.97,76.04,One year,High,9,17,9,0,3,New / At-Risk
CUS-000585,21,49.21,1074.32,One year,Medium,6,38,17,0,3,New / At-Risk
CUS-000586,55,114.49,6335.75,Month-to-month,Medium,1,36,40,1,1,Low Value / Dormant
CUS-000587,6,112.02,674.68,Month-to-month,Medium,1,32,10,0,3,New / At-Risk
CUS-000588,69,39.93,2690.25,Month-to-month,Medium,8,54,29,0,2,Mid Value / Moderate
CUS-000589,5,138.92,717.86,One year,Medium,0,59,4,0,0,High Value / Loyal
CUS-000590,3,28.37,85.74,One year,High,8,25,23,1,3,New / At-Risk
CUS-000591,53,27.15,1389.63,Month-to-month,Low,5,77,44,0,2,Mid Value / Moderate
CUS-000592,23,44.36,990.21,One year,High,4,14,12,0,3,New / At-Risk
